Title,Username,final_review,compound,sentiment,adjectives_only
Ruza Agrotech,Electric Rose,"the best place is the parking lot, whether you want to eat or pray, everything is here and it's easy to rent electric scooters, big, small, family bikes, etc., it's just that the weather is very hot, even if it's hot, it's still hot in the evening, it's ok...",0.8658,Positive,best want easy electric big small hot hot hot
Ruza Agrotech,iza iza,"beautiful place, satisfied, the best boy's bath, satisfied",0.9287,Positive,beautiful best
Ruza Agrotech,Chong,the place is so huge do bring along the umbrella and spare clothes for your kids as this is an open place youre exposed to rain and sun good place to take pictures and enjoy the scenery kids years and above will be charged rm as …,0.79,Positive,huge umbrella spare open good scenery
Ruza Agrotech,Miss Orchid,the best place for family activity …,0.6369,Positive,best
Ruza Agrotech,Faye Zufairi,great place to spend time with family theres a new upcoming phase to be open to public in the future visitor should really need to ride the buggytram provided its a long walk to go from one phase to another entrance fee for phase …,0.6249,Positive,great spend new upcoming open public walk
Ruza Agrotech,shah arul amiin mukminin,"friends, children, children, brothers and sisters have to pay to take a shower even if you don't take a shower...",0.4019,Positive,shower dont
Ruza Agrotech,Tna Hai,suitable for bringing children...,0.0,Neutral,suitable
Ruza Agrotech,habibah othman,"A place that is very instagrammable. There is a lot of parking. If the parking lot is far away, there is a buggy. You can come and take a clean surau toilet. There is also a restaurant. I saw a chicken lizard. Here, the payment is done using a token. You have to exchange it at the counter.",0.4019,Positive,instagrammable buggy clean chicken lizard token
Ruza Agrotech,HobbyzoneUtara,not so many attractions yet price quite expensive for horse riding with very short distance rm and archer arrow rm …,-0.3691,Negative,many expensive short
Ruza Agrotech,Nur 91,"Expensive tickets are not worth it, even children have to pay for adult tickets in areas that are not maintained and are dirty",-0.608,Negative,expensive worth adult
Sabahan Local Food Cooking Class at Kinarut,Nur Amisah Lajim,"It's really fun to learn how to cook ambuyat and hinava, even the teacher is exhausted",0.2716,Positive,fun
Sabahan Local Food Cooking Class at Kinarut,Sarah Wong,loved every minute the instructor explained each local dish beautifully,0.8225,Positive,local
Sabahan Local Food Cooking Class at Kinarut,Jenny Tan,best cooking experience ever now i know how to make linopot rice properly,0.6369,Positive,best linopot
Sabahan Local Food Cooking Class at Kinarut,David Thompson,our group had so much fun the host was patient and friendly highly recommend,0.8615,Positive,much
Sabahan Local Food Cooking Class at Kinarut,Mohd Farhan Gani,a very valuable experience learning Sabah's local culture and food once,0.5256,Positive,valuable sabahs local
Sabahan Local Food Cooking Class at Kinarut,Julia Petrov,the ingredients were so fresh and the dishes were truly authentic loved it,0.8687,Positive,fresh authentic
Sabahan Local Food Cooking Class at Kinarut,Roslina Junaidi,This class made me fall in love with the traditional cuisine of Sabah,0.6369,Positive,traditional
Sabahan Local Food Cooking Class at Kinarut,Laura Smith,excellent experience for tourists like me i loved the coconutbased dishes,0.8779,Positive,excellent coconutbased
Sabahan Local Food Cooking Class at Kinarut,Kelvin Chong,instructor very helpful and passionate about sabahan culture worth every sen,0.8251,Positive,helpful sabahan
Sabahan Local Food Cooking Class at Kinarut,Jufri Alim,learn to make your own tuhau smell strong but delicious,0.802,Positive,strong delicious
Sabahan Local Food Cooking Class at Kinarut,Eric Muller,amazing i didn’t expect to enjoy cooking bambangan this much,0.7906,Positive,
Sabahan Local Food Cooking Class at Kinarut,Dayang Nurhana,"I'm from Sarawak but it's the first time I've learned the Sabah recipe, it's really different and delicious",0.754,Positive,first sabah different delicious
Sabahan Local Food Cooking Class at Kinarut,Emma Lee,the host is so friendly we even got to taste local desserts after class,0.6269,Positive,local
Sabahan Local Food Cooking Class at Kinarut,Rosmadi Hussin,"the class is neat, all the ingredients are prepared, it's best when you can eat your own produce",0.8442,Positive,best
Sabahan Local Food Cooking Class at Kinarut,Daniel Walker,perfect activity for cultural experience i’d bring my family next time,0.5719,Positive,perfect cultural next
Sabahan Local Food Cooking Class at Kinarut,Fiona Goh,first time try masak hinava it’s spicy sour and super unique loved it,0.8316,Positive,first masak sour super
Sabahan Local Food Cooking Class at Kinarut,Michelle Chai,instructor so kind even taught us how to fold the linopot leaves,0.5709,Positive,fold
Sabahan Local Food Cooking Class at Kinarut,Azlan Matnor,"interesting experience for foreign tourists, the food is all delicious and nutritious",0.7506,Positive,interesting foreign delicious nutritious
Sabahan Local Food Cooking Class at Kinarut,Lisa Nguyen,my kids loved it they learned to cook nasi bambangan and tuhau sambal,0.5994,Positive,learned
Sabahan Local Food Cooking Class at Kinarut,Peter O’Donnell,very clean place and wellorganized session highly recommended,0.6232,Positive,clean
Sabahan Local Food Cooking Class at Kinarut,Sharifah Rahmah,it feels like back home when you cook with bamboo and banana leaves,0.3612,Positive,
Sabahan Local Food Cooking Class at Kinarut,Karen Brown,lovely hosts and delicious recipes my favorite was the wild fern stirfry,0.8885,Positive,delicious favorite wild fern
Sabahan Local Food Cooking Class at Kinarut,Norliah Arif,can learn to make traditional sabah cake — cucur yam is very delicious,0.6115,Positive,traditional cucur delicious
Sabahan Local Food Cooking Class at Kinarut,Hiroshi Tanaka,everything was perfect from setup to tasting i’ll recommend to my friends,0.8519,Positive,perfect
Sabahan Local Food Cooking Class at Kinarut,Olivia Martinez,we loved learning about kadazandusun food culture amazing experience,0.8271,Positive,
Sabahan Local Food Cooking Class at Kinarut,Jomilene Lintanga,"The instructor is very patient and friendly, ready to give tips on how to save local ingredients",0.8467,Positive,ready local
Sabahan Local Food Cooking Class at Kinarut,Nathaniel Johnson,great for teambuilding our group had a blast cooking together,0.6249,Positive,great
Sabahan Local Food Cooking Class at Kinarut,Aidil Rayyan,This class is simple but fun to learn while laughing and eating to your heart's content,0.8674,Positive,
Sabahan Local Food Cooking Class at Kinarut,Maria Gutierrez,love the handson approach the bamboo cooking was fascinating,0.8271,Positive,
Sabahan Local Food Cooking Class at Kinarut,Diniy Lajah,very suitable for foreign tourists who want to know the food of Sabah,0.0772,Positive,suitable foreign know
Sabahan Local Food Cooking Class at Kinarut,Chloe Williams,the session was both educational and delicious loved every bite,0.8225,Positive,educational delicious
Sabahan Local Food Cooking Class at Kinarut,Jordan Smith,i joined during my stay in kota kinabalu best memory from the trip,0.6369,Positive,best
Sabahan Local Food Cooking Class at Kinarut,Mira Agong,It was so fun that we were ready to dance after class because we were so happy,0.9097,Positive,ready happy
Sabahan Local Food Cooking Class at Kinarut,Sebastian Liu,fantastic workshop — i’ve attended many but this one felt truly local,0.7311,Positive,fantastic many local
Sabahan Local Food Cooking Class at Kinarut,Kamisah Tasing,all the fresh ingredients from the local market really taste authentic,0.3182,Positive,fresh local authentic
Sabahan Local Food Cooking Class at Kinarut,Victoria Chen,my husband and i had so much fun chef was very friendly and humorous,0.8731,Positive,much humorous
Sabahan Local Food Cooking Class at Kinarut,Norsida Paiman,"a new experience that I will never forget, even though it's spicy",0.1695,Positive,new
Sabahan Local Food Cooking Class at Kinarut,Emily Johnson,the locals were warm and welcoming felt like part of a family,0.743,Positive,
Sabahan Local Food Cooking Class at Kinarut,Sukina Japar,"it feels like studying with my own mother, the teacher is very gentle and patient",0.6901,Positive,gentle
Sabahan Local Food Cooking Class at Kinarut,Marc Duval,i’m from france and this class was the highlight of my borneo trip,0.34,Positive,
Sabahan Local Food Cooking Class at Kinarut,Lily O’Connor,so informative we learned about every herb used in sabahan dishes,0.0,Neutral,informative
Sabahan Local Food Cooking Class at Kinarut,Lenny Bungsu,"The class is very interactive, even the children love to learn how to cook",0.6369,Positive,interactive
Sabahan Local Food Cooking Class at Kinarut,Thomas Keller,we had a wonderful time — cultural fun and super tasty,0.8979,Positive,wonderful cultural
Sabahan Local Food Cooking Class at Kinarut,Sabrina Abdul,the host explained everything clearly i didn’t expect to enjoy cooking this much,0.7096,Positive,much
Sabahan Local Food Cooking Class at Kinarut,Azlyna Madang,learning to cook tuhau is challenging but satisfying when done,0.6486,Positive,
Sabahan Local Food Cooking Class at Kinarut,George Adams,the whole session was well planned loved the tasting session at the end,0.7184,Positive,whole
Sabahan Local Food Cooking Class at Kinarut,Melina Guntabid,"it feels like in the village, the atmosphere is relaxed, the food is delicious and the people are friendly",0.9118,Positive,delicious
Sabahan Local Food Cooking Class at Kinarut,Sophia Cruz,best experience in kinarut the chef even shared family recipes,0.765,Positive,best
Sabahan Local Food Cooking Class at Kinarut,Ethan Hall,it’s more than just cooking — it’s about connection and culture loved it,0.5994,Positive,
Sabahan Local Food Cooking Class at Kinarut,Juliana Ansah,a fun and knowledge-filled session of pride in Sabah's food heritage,0.6908,Positive,
Sabahan Local Food Cooking Class at Kinarut,Paulina Uji,everything was fantastic — from start to finish terbaik,0.5574,Positive,fantastic
Sahabat Gamelan (SAGA),AZAHA HAJI OTHMAN,"ok this place is an interactive center with the theme of heritage art, there are many interesting activities that we can get from lambo sari such as dyeing batik, stitching batik, blocking batik, malay fashion and many more activities here, recommended best service",0.8207,Positive,interactive many interesting sari batik malay many best
Sahabat Gamelan (SAGA),Qintara Amalia,one of the places where the art and skills of the Trengganudi people are collected by a local woman who takes pictures in Malay clothing is also found here,0.0,Neutral,trengganudi local
Sahabat Gamelan (SAGA),Zaim Nazif,the best art interactive center to increase tourism input in Kuala Terengganu,0.7579,Positive,best interactive
Sahabat Gamelan (SAGA),Muhammad Hammad,creative place for creative people batik traditional costume traditional activities — everything here feels alive,0.8126,Positive,creative creative traditional costume traditional
Sahabat Gamelan (SAGA),Iilyas Channel,good,0.4404,Positive,good
Sahabat Gamelan (SAGA),Mohd Arif Ibrahim,Spot to get true Terengganu batik,0.4215,Positive,true
Sahabat Gamelan (SAGA),Daeng Firman Afriyansyah,"the place is interesting, you can see real gamelan musical instruments and learn how to play, the owner is also friendly",0.8074,Positive,real gamelan musical
Sahabat Gamelan (SAGA),zalmadi razali,interesting for a short visit only the space is quite small but informative,0.2144,Positive,short small informative
Sahabat Gamelan (SAGA),Ahmad Harun,heritage gamelan that should be proud of traditional atmosphere and a lot of knowledge can be obtained,0.4767,Positive,proud traditional
Sahabat Gamelan (SAGA),محمود عبدالغني سيف الحميري,very nice cultural spot love the malay traditional instruments and friendly people,0.8883,Positive,nice cultural traditional friendly
Sahabat Gamelan (SAGA),Mohd zulkifli Omar,"I like to see young children learning to play gamelan, this place really cares for our heritage",0.8016,Positive,young
Sahabat Gamelan (SAGA),Epy Riduan,simple but full of artistic value can be improved in terms of explanation to visitors,0.8047,Positive,simple full artistic
Sahabat Gamelan (SAGA),YhadY,the best experience is being able to try the gamelan tools yourself and take pictures wearing traditional clothes,0.6369,Positive,best able traditional
Sahabat Gamelan (SAGA),Farah Syazrah Mohd Ghazalli,"beautiful and quiet, the atmosphere of the place is suitable for tourists who are interested in culture",0.765,Positive,beautiful quiet suitable interested
Sahabat Gamelan (SAGA),F2044 MUHAMMAD 'AZIM,interactive and fun suitable for school visits,0.5106,Positive,interactive suitable
Sahabat Gamelan (SAGA),Linor Mahmud,The owner is very friendly and shares many stories about the history of Terengganu gamelan,0.7146,Positive,friendly many
Sahabat Gamelan (SAGA),Corelle idamanhati,the place is small but full of meaning. I like to see the short performances they make,0.5023,Positive,small full short
Sahabat Gamelan (SAGA),Muhammad Syaraff,"interesting stop but the signage outside is not clear, good luck finding it too",-0.834,Negative,stop clear good
Sahabat Gamelan (SAGA),Syukmaria Ismail,"suitable place for cultural activities of children's school, very fun",0.5563,Positive,suitable cultural
Sahabat Gamelan (SAGA),Saloni Mohammed,love the vibe and the cultural touch the music was calming and unique,0.7845,Positive,vibe cultural
Sahabat Gamelan (SAGA),HABIBAH GHANI,nice small museumlike space with many traditional musical instruments and handicrafts,0.4215,Positive,small museumlike many traditional musical
Sahabat Gamelan (SAGA),Johan Musafir,is a house that provides facilities and learning about traditional gamelan instruments and terengganu gamelan dance,0.0,Neutral,traditional
Sahabat Gamelan (SAGA),Mohsein Fadaaq,a great place to learn about gamelan music instruments and their traditional gamelan dance,0.6249,Positive,great traditional
Sahabat Gamelan (SAGA),Faiqzul Afiq,gamelan art development center owned by a couple who are interested in gamelan art well done and the best,0.8402,Positive,gamelan interested best
Sahabat Gamelan (SAGA),Abdul Walib B Manan,love how we see malay gamelan performance there,0.6369,Positive,
Sahabat Gamelan (SAGA),KUALA IBAI STUDIO #KIIS,I'm a gamelang player here from Sk Waqf Tapai,0.0,Neutral,
Sahabat Gamelan (SAGA),M Razihan Salleh,the food was very tasty love it usa daging is the best mungkin tersilap review tapi lucu baca,0.8651,Positive,usa best
Sahabat Gamelan (SAGA),Romael Ishmael,a visible relic of history,0.0,Neutral,visible relic
Sahabat Gamelan (SAGA),Aidil Aiman,showcasing the traditional art of music and dance of the gamelan,0.0,Neutral,traditional
Sahabat Gamelan (SAGA),Muhamad Ridzuan,"Thank God, we from the Riau Islands Arts Council were able to come to this good place. It was truly an unforgettable experience to be in this studio and we were able to see a replica of Malay gamelan from Penyengat Island, Riau Islands.",0.8713,Positive,able good unforgettable able replica
Sahabat Gamelan (SAGA),dzulkar9umar,ok you guys,0.296,Positive,
Sahabat Gamelan (SAGA),wahida qistina,lalu is,0.0,Neutral,
Sahabat Gamelan (SAGA),Muhammad Firdaus,ballroom,0.0,Neutral,
Sahabat Gamelan (SAGA),Alex Carter,the best,0.6369,Positive,best
Sahabat Gamelan (SAGA),Muhesh Rao,be absent,0.0,Neutral,
Sahabat Gamelan (SAGA),idris mohamed,This place is interesting but it's a bit difficult to find parking during the weekend,-0.34,Negative,interesting difficult parking
Sahabat Gamelan (SAGA),Ahmad Munir,"The staff is friendly and explains a lot about the history of gamelan instruments, worth a visit",0.6249,Positive,friendly lot worth
Sahabat Gamelan (SAGA),Syafiqa,"the place is beautiful, if there is a regular performance every week, more people must come",0.5994,Positive,beautiful regular
Sambal Streets Kuala Lumpur Food Tour with 15+ Tastings,rub1jv8,lhyc,0.0,Neutral,
Sambal Streets Kuala Lumpur Food Tour with 15+ Tastings,Rebekka,the tour was great fun and the food was fantastic,0.9001,Positive,great fantastic
Sambal Streets Kuala Lumpur Food Tour with 15+ Tastings,Carol,enjoyed every minute of the tour steve was a great tour guide and made sure everyone was safe and satisfied with every food sampling highly recommended tour if you are in kuala lumpur,0.9476,Positive,great sure safe
Sambal Streets Kuala Lumpur Food Tour with 15+ Tastings,Kareem,great,0.6249,Positive,great
Sambal Streets Kuala Lumpur Food Tour with 15+ Tastings,Dean,we would recommend this tour highly for anyone who is considering taking a food tour our host ian was so friendly and knowledgeable we learned about and ate foods that we would have never ordered on our own we learned about the area and the people the chow kit neighborhood is authentic i loved how ian was welcomed to each of the places we stopped at how other people knew who he was he was respectful with all of the guests and by the end of the night it felt like we all knew each other well so much food these werent just tastings they were meals and we were so full my husband and i were sharing with a guest we had just met that night so we could all taste it but not waste anything still not a durian fan but i would never had tried it again if ian had not gently encouraged it,0.7076,Positive,ian knowledgeable ate learned kit authentic ian welcomed respectful werent full guest durian ian
Sambal Streets Kuala Lumpur Food Tour with 15+ Tastings,Georgia,as an airbnb employee i have done a lot of food tours but this one was extra special it was one of the best food tours i have enjoyed because our guide took us to an area we may not of otherwise visited and we were able to savour some really exceptional local food we learnt so much about kl in the process as an added bonus and thanks to our welcoming friendly guide we also connected with each other making new friends as we shared this truely enjoyable evening,0.9926,Positive,extra special best guide visited able exceptional local much friendly new enjoyable
Sambal Streets Kuala Lumpur Food Tour with 15+ Tastings,Andrew,sambal streets was incredible sam was a great guide had answers for all our questions and was incredibly knowledgeable about all the food options can’t recommend sambal streets enough,0.765,Positive,sambal incredible sam great knowledgeable sambal
Sambal Streets Kuala Lumpur Food Tour with 15+ Tastings,용지,it was nice to be able to taste real local food not the restaurants i saw on the internet the guide also kept checking to see if the food was to our liking if we wanted to eat more and so on and he was also concerned about our safety when we walked on the street the food was delicious if it wasnt for this tour i wouldnt have experienced this kind of food thank you ian,0.926,Positive,nice able real local internet delicious
Sambal Streets Kuala Lumpur Food Tour with 15+ Tastings,Jose Manuel,tour of some of the most emblematic dishes of malay cuisine highly recommended,0.2716,Positive,tour emblematic
Sambal Streets Kuala Lumpur Food Tour with 15+ Tastings,Jovin,highly recommend to savor the local flavors stephen was a lovely guide,0.7645,Positive,local guide
Sambal Streets Kuala Lumpur Food Tour with 15+ Tastings,Beth,uncle sam was a fabulous tour guide the spots he took us to were fab and he was incredibly knowledgeable history lesson and a good tour was amazing,0.9201,Positive,fabulous guide knowledgeable good
Sambal Streets Kuala Lumpur Food Tour with 15+ Tastings,Calan,it was a fantastic survey of malaysian food in kl stephen was also a wonderfully engaging host the only reason that it’s not a fivestar tour is because the thumbnails and the lineup of food don’t quite match what you receive there’s no one cooking in a flaming wok for instance as well as the fact that some foods are not always available which is fine but not advertised so you go in expecting something you won’t get,0.7003,Positive,fantastic malaysian match wok available
Sambal Streets Kuala Lumpur Food Tour with 15+ Tastings,Henry,this food tour was incredible so many unique and amazing dishes try everything some things may not be for you and thats totally fine our host was so accommodating of peoples preferences and knew exactly how to describe foods this tour opened my mind and tastebuds,0.7089,Positive,incredible many unique amazing fine
Sambal Streets Kuala Lumpur Food Tour with 15+ Tastings,Alina,kieran was an amazing guide you will not be disappointed in the experience,0.7472,Positive,disappointed
Sambal Streets Kuala Lumpur Food Tour with 15+ Tastings,Tim,the host stephen was an absolute delighted that and had the best people skill than anyone that i’ve ever met even though i was late getting there stephen helped me out by accommodating me to which i as grateful the tour and the food tasting and the group dynamic were all topnotch this was a food tour that i won’t soon forget take the tour already,0.9042,Positive,best late grateful dynamic
Sambal Streets Kuala Lumpur Food Tour with 15+ Tastings,Soeun,it was really great experience it was a tour like no other and i got to enjoy a looooot of delicious food uncle sam’s knowledge was also so rich and i’m glad i learned more about malaysia,0.9648,Positive,great enjoy delicious rich
Sambal Streets Kuala Lumpur Food Tour with 15+ Tastings,Tota,nice,0.4215,Positive,nice
Sambal Streets Kuala Lumpur Food Tour with 15+ Tastings,Joscha,great tour our guide kiran was extremely knowledgeable and very enthusiastic learned much about malaysian cuisine and left with a very full belly,0.8221,Positive,great knowledgeable enthusiastic much malaysian full
Sambal Streets Kuala Lumpur Food Tour with 15+ Tastings,Angela,our food tour with kiran was fantastic we tried so many new dishes that we would not have eaten without the tour she is also very funny and can tell some good stories,0.8655,Positive,fantastic many new tour good
Sambal Streets Kuala Lumpur Food Tour with 15+ Tastings,Ward & Heleen,great tour would recommend,0.765,Positive,great
Sambal Streets Kuala Lumpur Food Tour with 15+ Tastings,Rayne,this tour was both educational and fun amazing food with a wide variety of ingredients and taste a lot of local dishes were shown and the history behind them was explained the night ended with a walk through the saloma bridge and all in all it was a stunning night met some cool people and had good vibes definitely recommend,0.959,Positive,tour educational wide local cool good
Sambal Streets Kuala Lumpur Food Tour with 15+ Tastings,Hayden,if you’re able to take this tour please do there is plenty of interesting foods and the host was amazing it felt like hanging out with a friend would definitely do again,0.9451,Positive,able tour amazing
Sambal Streets Kuala Lumpur Food Tour with 15+ Tastings,Lauren,keiran is full of knowledge and personality and extremely hospitable allowing us to have more where we wanted and less when we didnt it is a lot of food so eat what you want and dont when you dont ha a great time a lot of walking a lot of good local food and ending at the towers my favorite was the pancakea special treat,0.7407,Positive,full hospitable less didnt great good local favorite special
Sambal Streets Kuala Lumpur Food Tour with 15+ Tastings,Kendra,ian was a great guide so much good food so pace yourself the tour did run a bit late hours so keep that in mind if you have tight schedule or need to get to bed early ian was very attentive and made sure we always had what we needed highly recommend,0.9076,Positive,ian great good late tight early ian sure
Sambal Streets Kuala Lumpur Food Tour with 15+ Tastings,Dina,stephen was an amazing guide if you want to learn a lot about malay cuisine and culture book this tour it’s tasty it’s unique it’s authentic,0.6249,Positive,cuisine tasty unique authentic
Sambal Streets Kuala Lumpur Food Tour with 15+ Tastings,Nikita,this one is unlike any other tour ive been with and in a good way the experience is unique and it really helps everyone to open up and share their thoughts on dozens of meals snacks or fruits that we tried,0.7902,Positive,good unique open
Sambal Streets Kuala Lumpur Food Tour with 15+ Tastings,宗霖,great,0.6249,Positive,great
Sambal Streets Kuala Lumpur Food Tour with 15+ Tastings,Munira,loved everything about the experience the food is incredible and the host was knowledgeable and very friendly,0.8122,Positive,incredible knowledgeable friendly
Sambal Streets Kuala Lumpur Food Tour with 15+ Tastings,Donna,kieran was our guide she was fun so knowledgeable and a beautiful soul there was so much food to eat and she was extremely helpful with my food allergy i would highly recommend this tour,0.9239,Positive,knowledgeable beautiful much helpful
Sambal Streets Kuala Lumpur Food Tour with 15+ Tastings,Taufiq,sam was a wonderful friendly guide and we got a great open minded group to explore the different kinds of food make sure you go hungry though,0.9231,Positive,wonderful friendly great open different sure hungry
Sambal Streets Kuala Lumpur Food Tour with 15+ Tastings,Kathryn,this food tour was definitely one of the highlights of my trip to kl our guide stephen was very knowledgeable and explained each food very well this was definitely worth it especially if you don’t have enough time to explore the different types of food malaysia has to offer,0.8268,Positive,knowledgeable worth enough different
Sambal Streets Kuala Lumpur Food Tour with 15+ Tastings,Nelson,we loved the food tour ian was incredibly knowledgeable and guided us through the local cuisines with great enthusiasm he clearly enjoys sharing his knowledge and his passion was contagious making the experience both educational and delicious we tasted a wonderful array of dishes and ate so much that we could barely finish by the end of the tour highly recommend for anyone wanting a flavorful engaging and insightful look at local food culture,0.986,Positive,knowledgeable local great enjoys contagious experience educational wonderful tour flavorful insightful local
Sambal Streets Kuala Lumpur Food Tour with 15+ Tastings,Melissa,had the best time on the food tour you get to try a lot of local restaurants with a huge variety of food the tour itself is not stingy with the amount or quality of food and you will leave with a full and happy stomach our guide was super funny and knowledgeable she made it super easy for the group to get to know each other it was such a fun evening out highly recommend,0.9847,Positive,best local huge full happy knowledgeable super easy
Sambal Streets Kuala Lumpur Food Tour with 15+ Tastings,Joicy,would highly recommend to anyone who wants to treat themselves to local foods,0.6697,Positive,local
Sambal Streets Kuala Lumpur Food Tour with 15+ Tastings,Joanna,this tour is a great start to your adventure in malaysia steve put a lot of heart into guiding our small group it was not only a tasting but also a real sightseeing of the city with a local guide,0.4939,Positive,great start lot small real local
Sambal Streets Kuala Lumpur Food Tour with 15+ Tastings,Aaron,had a great time on the tour would absolutely recommend to anyone else while in kl,0.7841,Positive,great
Sambal Streets Kuala Lumpur Food Tour with 15+ Tastings,Michael,we had an absolutely fantastic time on this tour and a huge part of that was thanks to our incredible guide ian ian was knowledgeable energetic and personable he transformed this food tour into an immersive cultural and culinary experience if you’re considering this tour do yourself a favor and book it — and if you’re lucky enough to get ian as your guide you’re in for an unforgettable adventure,0.9571,Positive,fantastic huge incredible guide ian knowledgeable energetic immersive cultural culinary lucky ian unforgettable
Sambal Streets Kuala Lumpur Food Tour with 15+ Tastings,Yassin,hard to find the words to describe this tour because of just how amazing it was disha is a very talented young lady whose professional abilities and friendly demeanour make the tour very enjoyable though it is not my first time in malaysia having someone explain how the foods are made the cultural significances and the stories behind the neighbourhoods and foods we were consuming was really eyeopening i definitely recommend this tour to anyone who finds themselves in kuala lumpur and especially with dishalini as it is her personality that really makes the tour fun,0.9733,Positive,hard young professional enjoyable first cultural kuala dishalini
Sambal Streets Kuala Lumpur Food Tour with 15+ Tastings,Jasmine,uncle sam was amazing great group lots to learn and eat,0.836,Positive,great
Sambal Streets Kuala Lumpur Food Tour with 15+ Tastings,Briss,i loved it thank you we had a good experience with the food everything was excellent,0.9186,Positive,thank good
Sambal Streets Kuala Lumpur Food Tour with 15+ Tastings,Kevin,we had kiran as our guide and she was extremely knowledgeable and made sure that we had a great time the food was great and we were definitely full by the time the tour finished,0.9217,Positive,knowledgeable sure great great full
Sambal Streets Kuala Lumpur Food Tour with 15+ Tastings,Annemieke,kiran is absolutely a great host she knows a lot about the food and the city even if you ask more questions she has a lot of additions i would recommend this tour to anyone,0.7841,Positive,great ask
Sambal Streets Kuala Lumpur Food Tour with 15+ Tastings,Clara,we had the pleasure of joining this food tour with our wonderful local guide kash and it truly exceeded all our expectations from the very beginning kash made everyone feel welcome and included sharing not only delicious dishes but also deep insights into the cultural and historical roots of malaysian cuisine his knowledge is outstanding and his passion for his heritage shines through as a vegetarian i was genuinely impressed by the care and flexibility in offering delicious alternatives that matched the original experience from tasting tropical fruits mamakstyle noodles to flipping traditional roti canai a hilarious and humbling highlight and visiting the kampung baru neighborhood gave us a deeper connection to the people and history behind the food kashs warmth humor and genuine interest in each participant made the experience a shared journey it was educational delicious and so much fun we wholeheartedly recommend this tour thank you kash,0.9952,Positive,wonderful local welcome delicious deep cultural historical malaysian outstanding vegetarian impressed delicious original tropical traditional hilarious deeper genuine educational delicious much
Sambal Streets Kuala Lumpur Food Tour with 15+ Tastings,Brianna,highly recommend this is my second time taking this tour i really enjoyed it,0.7496,Positive,second tour
Sambal Streets Kuala Lumpur Food Tour with 15+ Tastings,Daquan,would highly recommend,0.4201,Positive,
Sambal Streets Kuala Lumpur Food Tour with 15+ Tastings,Traci,our guide stephen was wonderful he never rushed us and knew the historical and cultural background of the dishes and the neighborhood really enjoyed it,0.807,Positive,wonderful knew historical cultural
Sambal Streets Kuala Lumpur Food Tour with 15+ Tastings,Daryna,it was an amazing experience we tried so many truly tasty dishes and had great time together definitely recommend it,0.9458,Positive,many tasty great
Sambal Streets Kuala Lumpur Food Tour with 15+ Tastings,Maria,recommended a lot of interesting information and it helps you a lot to choose where to eat afterwards the perfect duration and very tasty dishes,0.8689,Positive,choose perfect
Sambal Streets Kuala Lumpur Food Tour with 15+ Tastings,Esperance,very nice tour the hosts took good care of it there was plenty of food and offered alternatives for gluten intolerance you get to places where you normally wont get to quickly,0.8479,Positive,nice good gluten
Sambal Streets Kuala Lumpur Food Tour with 15+ Tastings,Wilson,incredible tour guide knowledgeable food was incredible and interesting,0.4019,Positive,incredible knowledgeable incredible
Sambal Streets Kuala Lumpur Food Tour with 15+ Tastings,Naol,great food and incredible host jay,0.6249,Positive,great incredible
Sambal Streets Kuala Lumpur Food Tour with 15+ Tastings,Matilda,amazing so great to try so many different local foods definitely need to pace yourself as there is so much food,0.8977,Positive,great many different local much
Sambal Streets Kuala Lumpur Food Tour with 15+ Tastings,Jourdan,kash was an amazing host and told us stories about the history of the food and made sure everyone was happy,0.8689,Positive,sure happy
Sambal Streets Kuala Lumpur Food Tour with 15+ Tastings,Tim,great way to experience a variety of malaysian food while also learning about the culture small group size and engaging host thanks uncle sam be warned there is a lot of food cone hungry,0.8074,Positive,great malaysian small
Sambal Streets Kuala Lumpur Food Tour with 15+ Tastings,David,had the most amazing food tour all thanks to nadia she was incredibly passionate and knowledgeable about not only the food and their ingredients but the history and influence of each dish she was incredibly friendly accommodating and made everyone feel welcome we had a fantastic few hours together as a group eating fabulous food learning from nadia sharing stories and getting to know one another if you are looking for a crash course in malaysian cuisine i would recommend this tour to anyone considering it thanks again to nadia,0.9865,Positive,knowledgeable friendly welcome fantastic fabulous nadia malaysian
Sambal Streets Kuala Lumpur Food Tour with 15+ Tastings,Myfanwy,excellent food excellent guide this tour was a real highlight of our trip to kuala lumpur,0.8689,Positive,excellent excellent tour real
Sambal Streets Kuala Lumpur Food Tour with 15+ Tastings,Monica,we had an absolutely amazing time on this food tour from start to finish the experience was seamless engaging and most importantly delicious every stop was thoughtfully chosen offering a perfect balance of flavors culture and local charm the tour guide was not only knowledgeable but also incredibly warm and accommodating especially with our kids it was such a familyfriendly experience that we never once felt rushed or out of place,0.9148,Positive,amazing tour finish delicious perfect local knowledgeable warm
Sambal Streets Kuala Lumpur Food Tour with 15+ Tastings,Katrine,uncle sam is such a good host we tried all the malaysian food saw some cool places and met some really nice people do this tour,0.807,Positive,good malaysian cool nice
Sambal Streets Kuala Lumpur Food Tour with 15+ Tastings,Chu-Chin,ian was a knowledgeable thoughtful and enthusiastic guide i have been on many food tours around the world and this one is definitely worth going high recommend,0.8979,Positive,ian knowledgeable thoughtful enthusiastic many worth high
